,sentences,paragraph
1499,"He literally glowed; without a word or a gesture of
exultation a new well-being radiated from him and filled the little
room.",728
1500,"“Oh, hello, old sport,” he said, as if he hadn’t seen me for years.",729
1501,"I
thought for a moment he was going to shake hands.",729
1502,“It’s stopped raining.”,730
1503,"“Has it?” When he realized what I was talking about, that there were
twinkle-bells of sunshine in the room, he smiled like a weather man,
like an ecstatic patron of recurrent light, and repeated the news to
Daisy.",731
1504,“What do you think of that?,731
1505,It’s stopped raining.”,731
1506,"“I’m glad, Jay.” Her throat, full of aching, grieving beauty, told
only of her unexpected joy.",732
1507,"“I want you and Daisy to come over to my house,” he said, “I’d like to
show her around.”",733
1508,“You’re sure you want me to come?”,734
1509,"“Absolutely, old sport.”",735
1510,"Daisy went upstairs to wash her face—too late I thought with
humiliation of my towels—while Gatsby and I waited on the lawn.",736
1511,"“My house looks well, doesn’t it?” he demanded.",737
1512,"“See how the whole
front of it catches the light.”",737
1513,I agreed that it was splendid.,738
1514,"“Yes.” His eyes went over it, every arched door and square tower.",739
1515,"“It
took me just three years to earn the money that bought it.”",739
1516,“I thought you inherited your money.”,740
1517,"“I did, old sport,” he said automatically, “but I lost most of it in
the big panic—the panic of the war.”",741
1518,"I think he hardly knew what he was saying, for when I asked him what
business he was in he answered: “That’s my affair,” before he realized
that it wasn’t an appropriate reply.",742
1519,"“Oh, I’ve been in several things,” he corrected himself.",743
1520,"“I was in the
drug business and then I was in the oil business.",743
1521,"But I’m not in
either one now.” He looked at me with more attention.",743
1522,"“Do you mean
you’ve been thinking over what I proposed the other night?”",743
1523,"Before I could answer, Daisy came out of the house and two rows of
brass buttons on her dress gleamed in the sunlight.",744
1524,“That huge place there?” she cried pointing.,745
1525,“Do you like it?”,746
1526,"“I love it, but I don’t see how you live there all alone.”",747
1527,"“I keep it always full of interesting people, night and day.",748
1528,"People
who do interesting things.",748
1529,Celebrated people.”,748
1530,"Instead of taking the shortcut along the Sound we went down to the
road and entered by the big postern.",749
1531,"With enchanting murmurs Daisy
admired this aspect or that of the feudal silhouette against the sky,
admired the gardens, the sparkling odour of jonquils and the frothy
odour of hawthorn and plum blossoms and the pale gold odour of
kiss-me-at-the-gate.",749
1532,"It was strange to reach the marble steps and find
no stir of bright dresses in and out the door, and hear no sound but
bird voices in the trees.",749
1533,"And inside, as we wandered through Marie Antoinette music-rooms and
Restoration Salons, I felt that there were guests concealed behind
every couch and table, under orders to be breathlessly silent until we
had passed through.",750
1534,"As Gatsby closed the door of “the Merton College
Library” I could have sworn I heard the owl-eyed man break into
ghostly laughter.",750
1535,"We went upstairs, through period bedrooms swathed in rose and lavender
silk and vivid with new flowers, through dressing-rooms and poolrooms,
and bathrooms with sunken baths—intruding into one chamber where a
dishevelled man in pyjamas was doing liver exercises on the floor.",751
1536,"It
was Mr. Klipspringer, the “boarder.” I had seen him wandering hungrily
about the beach that morning.",751
1537,"Finally we came to Gatsby’s own
apartment, a bedroom and a bath, and an Adam’s study, where we sat
down and drank a glass of some Chartreuse he took from a cupboard in
the wall.",751
1538,"He hadn’t once ceased looking at Daisy, and I think he revalued
everything in his house according to the measure of response it drew
from her well-loved eyes.",752
1539,"Sometimes too, he stared around at his
possessions in a dazed way, as though in her actual and astounding
presence none of it was any longer real.",752
1540,"Once he nearly toppled down a
flight of stairs.",752
1541,"His bedroom was the simplest room of all—except where the dresser was
garnished with a toilet set of pure dull gold.",753
1542,"Daisy took the brush
with delight, and smoothed her hair, whereupon Gatsby sat down and
shaded his eyes and began to laugh.",753
1543,"“It’s the funniest thing, old sport,” he said hilariously.",754
1544,"“I
can’t—When I try to—”",754
1545,"He had passed visibly through two states and was entering upon a
third.",755
1546,"After his embarrassment and his unreasoning joy he was consumed
with wonder at her presence.",755
1547,"He had been full of the idea so long,
dreamed it right through to the end, waited with his teeth set, so to
speak, at an inconceivable pitch of intensity.",755
1548,"Now, in the reaction,
he was running down like an over-wound clock.",755
1549,"Recovering himself in a minute he opened for us two hulking patent
cabinets which held his massed suits and dressing-gowns and ties, and
his shirts, piled like bricks in stacks a dozen high.",756
1550,“I’ve got a man in England who buys me clothes.,757
1551,"He sends over a
selection of things at the beginning of each season, spring and fall.”",757
1552,"He took out a pile of shirts and began throwing them, one by one,
before us, shirts of sheer linen and thick silk and fine flannel,
which lost their folds as they fell and covered the table in
many-coloured disarray.",758
1553,"While we admired he brought more and the soft
rich heap mounted higher—shirts with stripes and scrolls and plaids in
coral and apple-green and lavender and faint orange, with monograms of
indian blue.",758
1554,"Suddenly, with a strained sound, Daisy bent her head into
the shirts and began to cry stormily.",758
1555,"“They’re such beautiful shirts,” she sobbed, her voice muffled in the
thick folds.",759
1556,"“It makes me sad because I’ve never seen such—such
beautiful shirts before.”",759
1557,"After the house, we were to see the grounds and the swimming pool, and
the hydroplane, and the midsummer flowers—but outside Gatsby’s window
it began to rain again, so we stood in a row looking at the corrugated
surface of the Sound.",761
1558,"“If it wasn’t for the mist we could see your home across the bay,”
said Gatsby.",762
1559,"“You always have a green light that burns all night at
the end of your dock.”",762
1560,"Daisy put her arm through his abruptly, but he seemed absorbed in what
he had just said.",763
1561,"Possibly it had occurred to him that the colossal
significance of that light had now vanished forever.",763
1562,"Compared to the
great distance that had separated him from Daisy it had seemed very
near to her, almost touching her.",763
1563,"It had seemed as close as a star to
the moon.",763
1564,Now it was again a green light on a dock.,763
1565,"His count of
enchanted objects had diminished by one.",763
1566,"I began to walk about the room, examining various indefinite objects
in the half darkness.",764
1567,"A large photograph of an elderly man in yachting
costume attracted me, hung on the wall over his desk.",764
1568,“Who’s this?”,765
1569,“That?,766
1570,"That’s Mr. Dan Cody, old sport.”",766
1571,The name sounded faintly familiar.,767
1572,“He’s dead now.,768
1573,He used to be my best friend years ago.”,768
1574,"There was a small picture of Gatsby, also in yachting costume, on the
bureau—Gatsby with his head thrown back defiantly—taken apparently
when he was about eighteen.",769
1575,"“I adore it,” exclaimed Daisy.",770
1576,“The pompadour!,770
1577,"You never told me you
had a pompadour—or a yacht.”",770
1578,"“Look at this,” said Gatsby quickly.",771
1579,"“Here’s a lot of clippings—about
you.”",771
1580,They stood side by side examining it.,772
1581,"I was going to ask to see the
rubies when the phone rang, and Gatsby took up the receiver.",772
1582,"“Yes … Well, I can’t talk now … I can’t talk now, old sport … I said a
small town … He must know what a small town is … Well, he’s no use to
us if Detroit is his idea of a small town …”",773
1583,He rang off.,774
1584,“Come here quick!” cried Daisy at the window.,775
1585,"The rain was still falling, but the darkness had parted in the west,
and there was a pink and golden billow of foamy clouds above the sea.",776
1586,"“Look at that,” she whispered, and then after a moment: “I’d like to
just get one of those pink clouds and put you in it and push you
around.”",777
1587,"I tried to go then, but they wouldn’t hear of it; perhaps my presence
made them feel more satisfactorily alone.",778
1588,"“I know what we’ll do,” said Gatsby, “we’ll have Klipspringer play the
piano.”",779
1589,"He went out of the room calling “Ewing!” and returned in a few minutes
accompanied by an embarrassed, slightly worn young man, with
shell-rimmed glasses and scanty blond hair.",780
1590,"He was now decently
clothed in a “sport shirt,” open at the neck, sneakers, and duck
trousers of a nebulous hue.",780
1591,“Did we interrupt your exercise?” inquired Daisy politely.,781
1592,"“I was asleep,” cried Mr. Klipspringer, in a spasm of embarrassment.",782
1593,"“That is, I’d been asleep.",782
1594,Then I got up …”,782
1595,"“Klipspringer plays the piano,” said Gatsby, cutting him off.",783
1596,"“Don’t
you, Ewing, old sport?”",783
1597,“I don’t play well.,784
1598,I don’t—hardly play at all.,784
1599,I’m all out of prac—”,784
1600,"“We’ll go downstairs,” interrupted Gatsby.",785
1601,He flipped a switch.,785
1602,"The
grey windows disappeared as the house glowed full of light.",785
1603,In the music-room Gatsby turned on a solitary lamp beside the piano.,786
1604,"He lit Daisy’s cigarette from a trembling match, and sat down with her
on a couch far across the room, where there was no light save what the
gleaming floor bounced in from the hall.",786
1605,"When Klipspringer had played “The Love Nest” he turned around on the
bench and searched unhappily for Gatsby in the gloom.",787
1606,"“I’m all out of practice, you see.",788
1607,I told you I couldn’t play.,788
1608,"I’m all
out of prac—”",788
1609,"“Don’t talk so much, old sport,” commanded Gatsby.",789
1610,“Play!”,789
1611," “In the morning, In the evening, Ain’t we got fun—”",790
1612,"Outside the wind was loud and there was a faint flow of thunder along
the Sound.",791
1613,"All the lights were going on in West Egg now; the electric
trains, men-carrying, were plunging home through the rain from New
York.",791
1614,"It was the hour of a profound human change, and excitement was
generating on the air.",791
1615," “One thing’s sure and nothing’s surer The rich get richer and the
 poor get—children.",792
1616,"In the meantime, In between time—”",792
1617,"As I went over to say goodbye I saw that the expression of
bewilderment had come back into Gatsby’s face, as though a faint doubt
had occurred to him as to the quality of his present happiness.",793
1618,"Almost
five years!",793
1619,"There must have been moments even that afternoon when
Daisy tumbled short of his dreams—not through her own fault, but
because of the colossal vitality of his illusion.",793
1620,"It had gone beyond
her, beyond everything.",793
1621,"He had thrown himself into it with a creative
passion, adding to it all the time, decking it out with every bright
feather that drifted his way.",793
1622,"No amount of fire or freshness can
challenge what a man can store up in his ghostly heart.",793
1623,"As I watched him he adjusted himself a little, visibly.",794
1624,"His hand took
hold of hers, and as she said something low in his ear he turned
toward her with a rush of emotion.",794
1625,"I think that voice held him most,
with its fluctuating, feverish warmth, because it couldn’t be
over-dreamed—that voice was a deathless song.",794
1626,"They had forgotten me, but Daisy glanced up and held out her hand;
Gatsby didn’t know me now at all.",795
1627,"I looked once more at them and they
looked back at me, remotely, possessed by intense life.",795
1628,"Then I went
out of the room and down the marble steps into the rain, leaving them
there together.",795
1629,"
                                  VI",796
1630,"About this time an ambitious young reporter from New York arrived one
morning at Gatsby’s door and asked him if he had anything to say.",797
1631,“Anything to say about what?” inquired Gatsby politely.,798
1632,“Why—any statement to give out.”,799
1633,"It transpired after a confused five minutes that the man had heard
Gatsby’s name around his office in a connection which he either
wouldn’t reveal or didn’t fully understand.",800
1634,"This was his day off and
with laudable initiative he had hurried out “to see.”",800
1635,"It was a random shot, and yet the reporter’s instinct was right.",801
1636,"Gatsby’s notoriety, spread about by the hundreds who had accepted his
hospitality and so become authorities upon his past, had increased all
summer until he fell just short of being news.",801
1637,"Contemporary legends
such as the “underground pipeline to Canada” attached themselves to
him, and there was one persistent story that he didn’t live in a house
at all, but in a boat that looked like a house and was moved secretly
up and down the Long Island shore.",801
1638,"Just why these inventions were a
source of satisfaction to James Gatz of North Dakota, isn’t easy to
say.",801
1639,"James Gatz—that was really, or at least legally, his name.",802
1640,"He had
changed it at the age of seventeen and at the specific moment that
witnessed the beginning of his career—when he saw Dan Cody’s yacht
drop anchor over the most insidious flat on Lake Superior.",802
1641,"It was
James Gatz who had been loafing along the beach that afternoon in a
torn green jersey and a pair of canvas pants, but it was already Jay
Gatsby who borrowed a rowboat, pulled out to the Tuolomee, and
informed Cody that a wind might catch him and break him up in half an
hour.",802
1642,"I suppose he’d had the name ready for a long time, even then.",803
1643,"His
parents were shiftless and unsuccessful farm people—his imagination
had never really accepted them as his parents at all.",803
1644,"The truth was
that Jay Gatsby of West Egg, Long Island, sprang from his Platonic
conception of himself.",803
1645,"He was a son of God—a phrase which, if it means
anything, means just that—and he must be about His Father’s business,
the service of a vast, vulgar, and meretricious beauty.",803
1646,"So he invented
just the sort of Jay Gatsby that a seventeen-year-old boy would be
likely to invent, and to this conception he was faithful to the end.",803
1647,"For over a year he had been beating his way along the south shore of
Lake Superior as a clam-digger and a salmon-fisher or in any other
capacity that brought him food and bed.",804
1648,"His brown, hardening body
lived naturally through the half-fierce, half-lazy work of the bracing
days.",804
1649,"He knew women early, and since they spoiled him he became
contemptuous of them, of young virgins because they were ignorant, of
the others because they were hysterical about things which in his
overwhelming self-absorption he took for granted.",804
1650,"But his heart was in a constant, turbulent riot.",805
1651,"The most grotesque
and fantastic conceits haunted him in his bed at night.",805
1652,"A universe of
ineffable gaudiness spun itself out in his brain while the clock
ticked on the washstand and the moon soaked with wet light his tangled
clothes upon the floor.",805
1653,"Each night he added to the pattern of his
fancies until drowsiness closed down upon some vivid scene with an
oblivious embrace.",805
1654,"For a while these reveries provided an outlet for
his imagination; they were a satisfactory hint of the unreality of
reality, a promise that the rock of the world was founded securely on
a fairy’s wing.",805
1655,"An instinct toward his future glory had led him, some months before,
to the small Lutheran College of St. Olaf’s in southern Minnesota.",806
1656,"He
stayed there two weeks, dismayed at its ferocious indifference to the
drums of his destiny, to destiny itself, and despising the janitor’s
work with which he was to pay his way through.",806
1657,"Then he drifted back to
Lake Superior, and he was still searching for something to do on the
day that Dan Cody’s yacht dropped anchor in the shallows alongshore.",806
1658,"Cody was fifty years old then, a product of the Nevada silver fields,
of the Yukon, of every rush for metal since seventy-five.",807
1659,"The
transactions in Montana copper that made him many times a millionaire
found him physically robust but on the verge of soft-mindedness, and,
suspecting this, an infinite number of women tried to separate him
from his money.",807
1660,"The none too savoury ramifications by which Ella Kaye,
the newspaper woman, played Madame de Maintenon to his weakness and
sent him to sea in a yacht, were common property of the turgid
journalism in 1902.",807
1661,"He had been coasting along all too hospitable
shores for five years when he turned up as James Gatz’s destiny in
Little Girl Bay.",807
1662,"To young Gatz, resting on his oars and looking up at the railed deck,
that yacht represented all the beauty and glamour in the world.",808
1663,"I
suppose he smiled at Cody—he had probably discovered that people liked
him when he smiled.",808
1664,"At any rate Cody asked him a few questions (one of
them elicited the brand new name) and found that he was quick and
extravagantly ambitious.",808
1665,"A few days later he took him to Duluth and
bought him a blue coat, six pairs of white duck trousers, and a
yachting cap.",808
1666,"And when the Tuolomee left for the West Indies and the
Barbary Coast, Gatsby left too.",808
1667,"He was employed in a vague personal capacity—while he remained with
Cody he was in turn steward, mate, skipper, secretary, and even
jailor, for Dan Cody sober knew what lavish doings Dan Cody drunk
might soon be about, and he provided for such contingencies by
reposing more and more trust in Gatsby.",809
1668,"The arrangement lasted five
years, during which the boat went three times around the Continent.",809
1669,"It might have lasted indefinitely except for the fact that Ella Kaye
came on board one night in Boston and a week later Dan Cody
inhospitably died.",809
1670,"I remember the portrait of him up in Gatsby’s bedroom, a grey, florid
man with a hard, empty face—the pioneer debauchee, who during one
phase of American life brought back to the Eastern seaboard the savage
violence of the frontier brothel and saloon.",810
1671,"It was indirectly due to
Cody that Gatsby drank so little.",810
1672,"Sometimes in the course of gay
parties women used to rub champagne into his hair; for himself he
formed the habit of letting liquor alone.",810
1673,"And it was from Cody that he inherited money—a legacy of twenty-five
thousand dollars.",811
1674,He didn’t get it.,811
1675,"He never understood the legal
device that was used against him, but what remained of the millions
went intact to Ella Kaye.",811
1676,"He was left with his singularly appropriate
education; the vague contour of Jay Gatsby had filled out to the
substantiality of a man.",811
1677,"He told me all this very much later, but I’ve put it down here with
the idea of exploding those first wild rumours about his antecedents,
which weren’t even faintly true.",813
1678,"Moreover he told it to me at a time
of confusion, when I had reached the point of believing everything and
nothing about him.",813
1679,"So I take advantage of this short halt, while
Gatsby, so to speak, caught his breath, to clear this set of
misconceptions away.",813
1680,"It was a halt, too, in my association with his affairs.",814
1681,"For several
weeks I didn’t see him or hear his voice on the phone—mostly I was in
New York, trotting around with Jordan and trying to ingratiate myself
with her senile aunt—but finally I went over to his house one Sunday
afternoon.",814
1682,"I hadn’t been there two minutes when somebody brought Tom
Buchanan in for a drink.",814
1683,"I was startled, naturally, but the really
surprising thing was that it hadn’t happened before.",814
1684,"They were a party of three on horseback—Tom and a man named Sloane and
a pretty woman in a brown riding-habit, who had been there previously.",815
1685,"“I’m delighted to see you,” said Gatsby, standing on his porch.",816
1686,"“I’m
delighted that you dropped in.”",816
1687,As though they cared!,817
1688,“Sit right down.,818
1689,"Have a cigarette or a cigar.” He walked around the
room quickly, ringing bells.",818
1690,"“I’ll have something to drink for you in
just a minute.”",818
1691,He was profoundly affected by the fact that Tom was there.,819
1692,"But he
would be uneasy anyhow until he had given them something, realizing in
a vague way that that was all they came for.",819
1693,"Mr. Sloane wanted
nothing.",819
1694,A lemonade?,819
1695,"No, thanks.",819
1696,A little champagne?,819
1697,"Nothing at all,
thanks … I’m sorry—",819
1698,“Did you have a nice ride?”,820
1699,“Very good roads around here.”,821
1700,“I suppose the automobiles—”,822
1701,“Yeah.”,823
1702,"Moved by an irresistible impulse, Gatsby turned to Tom, who had
accepted the introduction as a stranger.",824
1703,"“I believe we’ve met somewhere before, Mr. Buchanan.”",825
1704,"“Oh, yes,” said Tom, gruffly polite, but obviously not remembering.",826
1705,“So we did.,826
1706,I remember very well.”,826
1707,“About two weeks ago.”,827
1708,“That’s right.,828
1709,You were with Nick here.”,828
1710,"“I know your wife,” continued Gatsby, almost aggressively.",829
1711,“That so?”,830
1712,Tom turned to me.,831
1713,"“You live near here, Nick?”",832
1714,“Next door.”,833
1715,“That so?”,834
1716,"Mr. Sloane didn’t enter into the conversation, but lounged back
haughtily in his chair; the woman said nothing either—until
unexpectedly, after two highballs, she became cordial.",835
1717,"“We’ll all come over to your next party, Mr. Gatsby,” she suggested.",836
1718,“What do you say?”,836
1719,“Certainly; I’d be delighted to have you.”,837
1720,"“Be ver’ nice,” said Mr. Sloane, without gratitude.",838
1721,"“Well—think ought
to be starting home.”",838
1722,"“Please don’t hurry,” Gatsby urged them.",839
1723,"He had control of himself
now, and he wanted to see more of Tom.",839
1724,"“Why don’t you—why don’t you
stay for supper?",839
1725,"I wouldn’t be surprised if some other people dropped
in from New York.”",839
1726,"“You come to supper with me,” said the lady enthusiastically.",840
1727,"“Both of
you.”",840
1728,This included me.,841
1729,Mr. Sloane got to his feet.,841
1730,"“Come along,” he said—but to her only.",842
1731,"“I mean it,” she insisted.",843
1732,“I’d love to have you.,843
1733,Lots of room.”,843
1734,Gatsby looked at me questioningly.,844
1735,"He wanted to go and he didn’t see
that Mr. Sloane had determined he shouldn’t.",844
1736,"“I’m afraid I won’t be able to,” I said.",845
1737,"“Well, you come,” she urged, concentrating on Gatsby.",846
1738,Mr. Sloane murmured something close to her ear.,847
1739,"“We won’t be late if we start now,” she insisted aloud.",848
1740,"“I haven’t got a horse,” said Gatsby.",849
1741,"“I used to ride in the army, but
I’ve never bought a horse.",849
1742,I’ll have to follow you in my car.,849
1743,"Excuse
me for just a minute.”",849
1744,"The rest of us walked out on the porch, where Sloane and the lady
began an impassioned conversation aside.",850
1745,"“My God, I believe the man’s coming,” said Tom.",851
1746,"“Doesn’t he know she
doesn’t want him?”",851
1747,“She says she does want him.”,852
1748,"“She has a big dinner party and he won’t know a soul there.” He
frowned.",853
1749,“I wonder where in the devil he met Daisy.,853
1750,"By God, I may be
old-fashioned in my ideas, but women run around too much these days to
suit me.",853
1751,They meet all kinds of crazy fish.”,853
1752,"Suddenly Mr. Sloane and the lady walked down the steps and mounted
their horses.",854
1753,"“Come on,” said Mr. Sloane to Tom, “we’re late.",855
1754,"We’ve got to go.”  And
then to me: “Tell him we couldn’t wait, will you?”",855
1755,"Tom and I shook hands, the rest of us exchanged a cool nod, and they
trotted quickly down the drive, disappearing under the August foliage
just as Gatsby, with hat and light overcoat in hand, came out the
front door.",856
1756,"Tom was evidently perturbed at Daisy’s running around alone, for on
the following Saturday night he came with her to Gatsby’s
party.",857
1757,"Perhaps his presence gave the evening its peculiar quality of
oppressiveness—it stands out in my memory from Gatsby’s other parties
that summer.",857
1758,"There were the same people, or at least the same sort of
people, the same profusion of champagne, the same many-coloured,
many-keyed commotion, but I felt an unpleasantness in the air, a
pervading harshness that hadn’t been there before.",857
1759,"Or perhaps I had
merely grown used to it, grown to accept West Egg as a world complete
in itself, with its own standards and its own great figures, second to
nothing because it had no consciousness of being so, and now I was
looking at it again, through Daisy’s eyes.",857
1760,"It is invariably saddening
to look through new eyes at things upon which you have expended your
own powers of adjustment.",857
1761,"They arrived at twilight, and, as we strolled out among the sparkling
hundreds, Daisy’s voice was playing murmurous tricks in her throat.",858
1762,"“These things excite me so,” she whispered.",859
1763,"“If you want to kiss me
any time during the evening, Nick, just let me know and I’ll be glad
to arrange it for you.",859
1764,Just mention my name.,859
1765,Or present a green card.,859
1766,I’m giving out green—”,859
1767,"“Look around,” suggested Gatsby.",860
1768,“I’m looking around.,861
1769,I’m having a marvellous—”,861
1770,“You must see the faces of many people you’ve heard about.”,862
1771,Tom’s arrogant eyes roamed the crowd.,863
1772,"“We don’t go around very much,” he said; “in fact, I was just thinking
I don’t know a soul here.”",864
1773,"“Perhaps you know that lady.” Gatsby indicated a gorgeous, scarcely
human orchid of a woman who sat in state under a white-plum tree.",865
1774,"Tom
and Daisy stared, with that peculiarly unreal feeling that accompanies
the recognition of a hitherto ghostly celebrity of the movies.",865
1775,"“She’s lovely,” said Daisy.",866
1776,“The man bending over her is her director.”,867
1777,He took them ceremoniously from group to group:,868
1778,“Mrs.,869
1779,"Buchanan … and Mr. Buchanan—” After an instant’s hesitation he
added: “the polo player.”",869
1780,"“Oh no,” objected Tom quickly, “not me.”",870
1781,"But evidently the sound of it pleased Gatsby for Tom remained “the
polo player” for the rest of the evening.",871
1782,"“I’ve never met so many celebrities,” Daisy exclaimed.",872
1783,"“I liked that
man—what was his name?—with the sort of blue nose.”",872
1784,"Gatsby identified him, adding that he was a small producer.",873
1785,"“Well, I liked him anyhow.”",874
1786,"“I’d a little rather not be the polo player,” said Tom pleasantly,
“I’d rather look at all these famous people in—in oblivion.”",875
1787,Daisy and Gatsby danced.,876
1788,"I remember being surprised by his graceful,
conservative foxtrot—I had never seen him dance before.",876
1789,"Then they
sauntered over to my house and sat on the steps for half an hour,
while at her request I remained watchfully in the garden.",876
1790,"“In case
there’s a fire or a flood,” she explained, “or any act of God.”",876
1791,"Tom appeared from his oblivion as we were sitting down to supper
together.",877
1792,"“Do you mind if I eat with some people over here?” he
said.",877
1793,“A fellow’s getting off some funny stuff.”,877
1794,"“Go ahead,” answered Daisy genially, “and if you want to take down any
addresses here’s my little gold pencil.” … She looked around after a
moment and told me the girl was “common but pretty,” and I knew that
except for the half-hour she’d been alone with Gatsby she wasn’t
having a good time.",878
1795,We were at a particularly tipsy table.,879
1796,"That was my fault—Gatsby had
been called to the phone, and I’d enjoyed these same people only two
weeks before.",879
1797,"But what had amused me then turned septic on the air
now.",879
1798,"“How do you feel, Miss Baedeker?”",880
1799,"The girl addressed was trying, unsuccessfully, to slump against my
shoulder.",881
1800,At this inquiry she sat up and opened her eyes.,881
1801,“Wha’?”,882
1802,"A massive and lethargic woman, who had been urging Daisy to play golf
with her at the local club tomorrow, spoke in Miss Baedeker’s defence:",883
1803,"“Oh, she’s all right now.",884
1804,"When she’s had five or six cocktails she
always starts screaming like that.",884
1805,"I tell her she ought to leave it
alone.”",884
1806,"“I do leave it alone,” affirmed the accused hollowly.",885
1807,"“We heard you yelling, so I said to Doc Civet here: ‘There’s somebody
that needs your help, Doc.’ ”",886
1808,"“She’s much obliged, I’m sure,” said another friend, without
gratitude, “but you got her dress all wet when you stuck her head in
the pool.”",887
1809,"“Anything I hate is to get my head stuck in a pool,” mumbled Miss
Baedeker.",888
1810,“They almost drowned me once over in New Jersey.”,888
1811,"“Then you ought to leave it alone,” countered Doctor Civet.",889
1812,“Speak for yourself!” cried Miss Baedeker violently.,890
1813,"“Your hand
shakes.",890
1814,I wouldn’t let you operate on me!”,890
1815,It was like that.,891
1816,"Almost the last thing I remember was standing with
Daisy and watching the moving-picture director and his Star.",891
1817,"They were
still under the white-plum tree and their faces were touching except
for a pale, thin ray of moonlight between.",891
1818,"It occurred to me that he
had been very slowly bending toward her all evening to attain this
proximity, and even while I watched I saw him stoop one ultimate
degree and kiss at her cheek.",891
1819,"“I like her,” said Daisy, “I think she’s lovely.”",892
1820,"But the rest offended her—and inarguably because it wasn’t a gesture
but an emotion.",893
1821,"She was appalled by West Egg, this unprecedented
“place” that Broadway had begotten upon a Long Island fishing
village—appalled by its raw vigour that chafed under the old
euphemisms and by the too obtrusive fate that herded its inhabitants
along a shortcut from nothing to nothing.",893
1822,"She saw something awful in
the very simplicity she failed to understand.",893
1823,I sat on the front steps with them while they waited for their car.,894
1824,"It was dark here in front; only the bright door sent ten square feet
of light volleying out into the soft black morning.",894
1825,"Sometimes a shadow
moved against a dressing-room blind above, gave way to another shadow,
an indefinite procession of shadows, who rouged and powdered in an
invisible glass.",894
1826,“Who is this Gatsby anyhow?” demanded Tom suddenly.,895
1827,"“Some big
bootlegger?”",895
1828,“Where’d you hear that?” I inquired.,896
1829,“I didn’t hear it.,897
1830,I imagined it.,897
1831,"A lot of these newly rich people are
just big bootleggers, you know.”",897
1832,"“Not Gatsby,” I said shortly.",898
1833,He was silent for a moment.,899
1834,"The pebbles of the drive crunched under
his feet.",899
1835,"“Well, he certainly must have strained himself to get this menagerie
together.”",900
1836,A breeze stirred the grey haze of Daisy’s fur collar.,901
1837,"“At least they are more interesting than the people we know,” she said
with an effort.",902
1838,“You didn’t look so interested.”,903
1839,"“Well, I was.”",904
1840,Tom laughed and turned to me.,905
1841,"“Did you notice Daisy’s face when that girl asked her to put her under
a cold shower?”",906
1842,"Daisy began to sing with the music in a husky, rhythmic whisper,
bringing out a meaning in each word that it had never had before and
would never have again.",907
1843,"When the melody rose her voice broke up
sweetly, following it, in a way contralto voices have, and each change
tipped out a little of her warm human magic upon the air.",907
1844,"“Lots of people come who haven’t been invited,” she said
suddenly.",908
1845,“That girl hadn’t been invited.,908
1846,"They simply force their way
in and he’s too polite to object.”",908
1847,"“I’d like to know who he is and what he does,” insisted Tom.",909
1848,"“And I
think I’ll make a point of finding out.”",909
1849,"“I can tell you right now,” she answered.",910
1850,"“He owned some drugstores, a
lot of drugstores.",910
1851,He built them up himself.”,910
1852,The dilatory limousine came rolling up the drive.,911
1853,"“Good night, Nick,” said Daisy.",912
1854,"Her glance left me and sought the lighted top of the steps, where
“Three O’Clock in the Morning,” a neat, sad little waltz of that year,
was drifting out the open door.",913
1855,"After all, in the very casualness of
Gatsby’s party there were romantic possibilities totally absent from
her world.",913
1856,"What was it up there in the song that seemed to be calling
her back inside?",913
1857,"What would happen now in the dim, incalculable hours?",913
1858,"Perhaps some unbelievable guest would arrive, a person infinitely rare
and to be marvelled at, some authentically radiant young girl who with
one fresh glance at Gatsby, one moment of magical encounter, would
blot out those five years of unwavering devotion.",913
1859,I stayed late that night.,914
1860,"Gatsby asked me to wait until he was free,
and I lingered in the garden until the inevitable swimming party had
run up, chilled and exalted, from the black beach, until the lights
were extinguished in the guestrooms overhead.",914
1861,"When he came down the
steps at last the tanned skin was drawn unusually tight on his face,
and his eyes were bright and tired.",914
1862,"“She didn’t like it,” he said immediately.",915
1863,“Of course she did.”,916
1864,"“She didn’t like it,” he insisted.",917
1865,“She didn’t have a good time.”,917
1866,"He was silent, and I guessed at his unutterable depression.",918
1867,"“I feel far away from her,” he said.",919
1868,"“It’s hard to make her
understand.”",919
1869,“You mean about the dance?”,920
1870,"“The dance?” He dismissed all the dances he had given with a snap of
his fingers.",921
1871,"“Old sport, the dance is unimportant.”",921
1872,"He wanted nothing less of Daisy than that she should go to Tom and
say: “I never loved you.” After she had obliterated four years with
that sentence they could decide upon the more practical measures to be
taken.",922
1873,"One of them was that, after she was free, they were to go back
to Louisville and be married from her house—just as if it were five
years ago.",922
1874,"“And she doesn’t understand,” he said.",923
1875,"“She used to be able to
understand.",923
1876,We’d sit for hours—”,923
1877,"He broke off and began to walk up and down a desolate path of fruit
rinds and discarded favours and crushed flowers.",924
1878,"“I wouldn’t ask too much of her,” I ventured.",925
1879,"“You can’t repeat the
past.”",925
1880,“Can’t repeat the past?” he cried incredulously.,926
1881,"“Why of course you
can!”",926
1882,"He looked around him wildly, as if the past were lurking here in the
shadow of his house, just out of reach of his hand.",927
1883,"“I’m going to fix everything just the way it was before,” he said,
nodding determinedly.",928
1884,“She’ll see.”,928
1885,"He talked a lot about the past, and I gathered that he wanted to
recover something, some idea of himself perhaps, that had gone into
loving Daisy.",929
