,lines,paragraph
3822,"eight-fifteen. He opened _The St. James’s_ languidly, and looked",882
3823,through it. A red pencil-mark on the fifth page caught his eye. It drew,882
3824,attention to the following paragraph:,882
3825,INQUEST ON AN ACTRESS.—An inquest was held this morning at the Bell,883
3826,"Tavern, Hoxton Road, by Mr. Danby, the District Coroner, on the body of",883
3827,"Sibyl Vane, a young actress recently engaged at the Royal Theatre,",883
3828,Holborn. A verdict of death by misadventure was returned. Considerable,883
3829,"sympathy was expressed for the mother of the deceased, who was greatly",883
3830,"affected during the giving of her own evidence, and that of Dr.",883
3831,"Birrell, who had made the post-mortem examination of the deceased.",883
3832,"He frowned, and tearing the paper in two, went across the room and",885
3833,flung the pieces away. How ugly it all was! And how horribly real,885
3834,ugliness made things! He felt a little annoyed with Lord Henry for,885
3835,having sent him the report. And it was certainly stupid of him to have,885
3836,marked it with red pencil. Victor might have read it. The man knew more,885
3837,than enough English for that.,885
3838,"Perhaps he had read it and had begun to suspect something. And, yet,",886
3839,what did it matter? What had Dorian Gray to do with Sibyl Vane’s death?,886
3840,There was nothing to fear. Dorian Gray had not killed her.,886
3841,His eye fell on the yellow book that Lord Henry had sent him. What was,887
3842,"it, he wondered. He went towards the little, pearl-coloured octagonal",887
3843,stand that had always looked to him like the work of some strange,887
3844,"Egyptian bees that wrought in silver, and taking up the volume, flung",887
3845,himself into an arm-chair and began to turn over the leaves. After a,887
3846,few minutes he became absorbed. It was the strangest book that he had,887
3847,"ever read. It seemed to him that in exquisite raiment, and to the",887
3848,"delicate sound of flutes, the sins of the world were passing in dumb",887
3849,show before him. Things that he had dimly dreamed of were suddenly made,887
3850,real to him. Things of which he had never dreamed were gradually,887
3851,revealed.,887
3852,"It was a novel without a plot and with only one character, being,",888
3853,"indeed, simply a psychological study of a certain young Parisian who",888
3854,spent his life trying to realize in the nineteenth century all the,888
3855,passions and modes of thought that belonged to every century except his,888
3856,"own, and to sum up, as it were, in himself the various moods through",888
3857,"which the world-spirit had ever passed, loving for their mere",888
3858,"artificiality those renunciations that men have unwisely called virtue,",888
3859,as much as those natural rebellions that wise men still call sin. The,888
3860,"style in which it was written was that curious jewelled style, vivid",888
3861,"and obscure at once, full of _argot_ and of archaisms, of technical",888
3862,"expressions and of elaborate paraphrases, that characterizes the work",888
3863,of some of the finest artists of the French school of _Symbolistes_.,888
3864,There were in it metaphors as monstrous as orchids and as subtle in,888
3865,colour. The life of the senses was described in the terms of mystical,888
3866,philosophy. One hardly knew at times whether one was reading the,888
3867,spiritual ecstasies of some mediæval saint or the morbid confessions of,888
3868,a modern sinner. It was a poisonous book. The heavy odour of incense,888
3869,seemed to cling about its pages and to trouble the brain. The mere,888
3870,"cadence of the sentences, the subtle monotony of their music, so full",888
3871,"as it was of complex refrains and movements elaborately repeated,",888
3872,"produced in the mind of the lad, as he passed from chapter to chapter,",888
3873,"a form of reverie, a malady of dreaming, that made him unconscious of",888
3874,the falling day and creeping shadows.,888
3875,"Cloudless, and pierced by one solitary star, a copper-green sky gleamed",889
3876,through the windows. He read on by its wan light till he could read no,889
3877,"more. Then, after his valet had reminded him several times of the",889
3878,"lateness of the hour, he got up, and going into the next room, placed",889
3879,the book on the little Florentine table that always stood at his,889
3880,bedside and began to dress for dinner.,889
3881,"It was almost nine o’clock before he reached the club, where he found",890
3882,"Lord Henry sitting alone, in the morning-room, looking very much bored.",890
3883,"“I am so sorry, Harry,” he cried, “but really it is entirely your",891
3884,fault. That book you sent me so fascinated me that I forgot how the,891
3885,time was going.”,891
3886,"“Yes, I thought you would like it,” replied his host, rising from his",892
3887,chair.,892
3888,"“I didn’t say I liked it, Harry. I said it fascinated me. There is a",893
3889,great difference.”,893
3890,"“Ah, you have discovered that?” murmured Lord Henry. And they passed",894
3891,into the dining-room.,894
3892,CHAPTER XI.,898
3893,"For years, Dorian Gray could not free himself from the influence of",900
3894,this book. Or perhaps it would be more accurate to say that he never,900
3895,sought to free himself from it. He procured from Paris no less than,900
3896,"nine large-paper copies of the first edition, and had them bound in",900
3897,"different colours, so that they might suit his various moods and the",900
3898,"changing fancies of a nature over which he seemed, at times, to have",900
3899,"almost entirely lost control. The hero, the wonderful young Parisian in",900
3900,whom the romantic and the scientific temperaments were so strangely,900
3901,"blended, became to him a kind of prefiguring type of himself. And,",900
3902,"indeed, the whole book seemed to him to contain the story of his own",900
3903,"life, written before he had lived it.",900
3904,In one point he was more fortunate than the novel’s fantastic hero. He,901
3905,"never knew—never, indeed, had any cause to know—that somewhat grotesque",901
3906,"dread of mirrors, and polished metal surfaces, and still water which",901
3907,"came upon the young Parisian so early in his life, and was occasioned",901
3908,"by the sudden decay of a beau that had once, apparently, been so",901
3909,remarkable. It was with an almost cruel joy—and perhaps in nearly every,901
3910,"joy, as certainly in every pleasure, cruelty has its place—that he used",901
3911,"to read the latter part of the book, with its really tragic, if",901
3912,"somewhat overemphasized, account of the sorrow and despair of one who",901
3913,"had himself lost what in others, and the world, he had most dearly",901
3914,valued.,901
3915,"For the wonderful beauty that had so fascinated Basil Hallward, and",902
3916,"many others besides him, seemed never to leave him. Even those who had",902
3917,heard the most evil things against him—and from time to time strange,902
3918,rumours about his mode of life crept through London and became the,902
3919,chatter of the clubs—could not believe anything to his dishonour when,902
3920,they saw him. He had always the look of one who had kept himself,902
3921,unspotted from the world. Men who talked grossly became silent when,902
3922,Dorian Gray entered the room. There was something in the purity of his,902
3923,face that rebuked them. His mere presence seemed to recall to them the,902
3924,memory of the innocence that they had tarnished. They wondered how one,902
3925,so charming and graceful as he was could have escaped the stain of an,902
3926,age that was at once sordid and sensual.,902
3927,"Often, on returning home from one of those mysterious and prolonged",903
3928,absences that gave rise to such strange conjecture among those who were,903
3929,"his friends, or thought that they were so, he himself would creep",903
3930,"upstairs to the locked room, open the door with the key that never left",903
3931,"him now, and stand, with a mirror, in front of the portrait that Basil",903
3932,"Hallward had painted of him, looking now at the evil and aging face on",903
3933,"the canvas, and now at the fair young face that laughed back at him",903
3934,from the polished glass. The very sharpness of the contrast used to,903
3935,quicken his sense of pleasure. He grew more and more enamoured of his,903
3936,"own beauty, more and more interested in the corruption of his own soul.",903
3937,"He would examine with minute care, and sometimes with a monstrous and",903
3938,"terrible delight, the hideous lines that seared the wrinkling forehead",903
3939,"or crawled around the heavy sensual mouth, wondering sometimes which",903
3940,"were the more horrible, the signs of sin or the signs of age. He would",903
3941,"place his white hands beside the coarse bloated hands of the picture,",903
3942,and smile. He mocked the misshapen body and the failing limbs.,903
3943,"There were moments, indeed, at night, when, lying sleepless in his own",904
3944,"delicately scented chamber, or in the sordid room of the little",904
3945,"ill-famed tavern near the docks which, under an assumed name and in",904
3946,"disguise, it was his habit to frequent, he would think of the ruin he",904
3947,had brought upon his soul with a pity that was all the more poignant,904
3948,because it was purely selfish. But moments such as these were rare.,904
3949,"That curiosity about life which Lord Henry had first stirred in him, as",904
3950,"they sat together in the garden of their friend, seemed to increase",904
3951,"with gratification. The more he knew, the more he desired to know. He",904
3952,had mad hungers that grew more ravenous as he fed them.,904
3953,"Yet he was not really reckless, at any rate in his relations to",905
3954,"society. Once or twice every month during the winter, and on each",905
3955,"Wednesday evening while the season lasted, he would throw open to the",905
3956,world his beautiful house and have the most celebrated musicians of the,905
3957,day to charm his guests with the wonders of their art. His little,905
3958,"dinners, in the settling of which Lord Henry always assisted him, were",905
3959,"noted as much for the careful selection and placing of those invited,",905
3960,"as for the exquisite taste shown in the decoration of the table, with",905
3961,"its subtle symphonic arrangements of exotic flowers, and embroidered",905
3962,"cloths, and antique plate of gold and silver. Indeed, there were many,",905
3963,"especially among the very young men, who saw, or fancied that they saw,",905
3964,in Dorian Gray the true realization of a type of which they had often,905
3965,"dreamed in Eton or Oxford days, a type that was to combine something of",905
3966,the real culture of the scholar with all the grace and distinction and,905
3967,perfect manner of a citizen of the world. To them he seemed to be of,905
3968,the company of those whom Dante describes as having sought to “make,905
3969,"themselves perfect by the worship of beauty.” Like Gautier, he was one",905
3970,for whom “the visible world existed.”,905
3971,"And, certainly, to him life itself was the first, the greatest, of the",906
3972,"arts, and for it all the other arts seemed to be but a preparation.",906
3973,"Fashion, by which what is really fantastic becomes for a moment",906
3974,"universal, and dandyism, which, in its own way, is an attempt to assert",906
3975,"the absolute modernity of beauty, had, of course, their fascination for",906
3976,"him. His mode of dressing, and the particular styles that from time to",906
3977,"time he affected, had their marked influence on the young exquisites of",906
3978,"the Mayfair balls and Pall Mall club windows, who copied him in",906
3979,"everything that he did, and tried to reproduce the accidental charm of",906
3980,"his graceful, though to him only half-serious, fopperies.",906
3981,"For, while he was but too ready to accept the position that was almost",907
3982,"immediately offered to him on his coming of age, and found, indeed, a",907
3983,subtle pleasure in the thought that he might really become to the,907
3984,London of his own day what to imperial Neronian Rome the author of the,907
3985,"Satyricon once had been, yet in his inmost heart he desired to be",907
3986,"something more than a mere _arbiter elegantiarum_, to be consulted on",907
3987,"the wearing of a jewel, or the knotting of a necktie, or the conduct of",907
3988,a cane. He sought to elaborate some new scheme of life that would have,907
3989,"its reasoned philosophy and its ordered principles, and find in the",907
3990,spiritualizing of the senses its highest realization.,907
3991,"The worship of the senses has often, and with much justice, been",908
3992,"decried, men feeling a natural instinct of terror about passions and",908
3993,"sensations that seem stronger than themselves, and that they are",908
3994,conscious of sharing with the less highly organized forms of existence.,908
3995,But it appeared to Dorian Gray that the true nature of the senses had,908
3996,"never been understood, and that they had remained savage and animal",908
3997,merely because the world had sought to starve them into submission or,908
3998,"to kill them by pain, instead of aiming at making them elements of a",908
3999,"new spirituality, of which a fine instinct for beauty was to be the",908
4000,dominant characteristic. As he looked back upon man moving through,908
4001,"history, he was haunted by a feeling of loss. So much had been",908
4002,surrendered! and to such little purpose! There had been mad wilful,908
4003,"rejections, monstrous forms of self-torture and self-denial, whose",908
4004,origin was fear and whose result was a degradation infinitely more,908
4005,"terrible than that fancied degradation from which, in their ignorance,",908
4006,"they had sought to escape; Nature, in her wonderful irony, driving out",908
4007,the anchorite to feed with the wild animals of the desert and giving to,908
4008,the hermit the beasts of the field as his companions.,908
4009,"Yes: there was to be, as Lord Henry had prophesied, a new Hedonism that",909
4010,was to recreate life and to save it from that harsh uncomely puritanism,909
4011,"that is having, in our own day, its curious revival. It was to have its",909
4012,"service of the intellect, certainly, yet it was never to accept any",909
4013,theory or system that would involve the sacrifice of any mode of,909
4014,"passionate experience. Its aim, indeed, was to be experience itself,",909
4015,"and not the fruits of experience, sweet or bitter as they might be. Of",909
4016,"the asceticism that deadens the senses, as of the vulgar profligacy",909
4017,"that dulls them, it was to know nothing. But it was to teach man to",909
4018,concentrate himself upon the moments of a life that is itself but a,909
4019,moment.,909
4020,"There are few of us who have not sometimes wakened before dawn, either",910
4021,after one of those dreamless nights that make us almost enamoured of,910
4022,"death, or one of those nights of horror and misshapen joy, when through",910
4023,the chambers of the brain sweep phantoms more terrible than reality,910
4024,"itself, and instinct with that vivid life that lurks in all grotesques,",910
4025,"and that lends to Gothic art its enduring vitality, this art being, one",910
4026,"might fancy, especially the art of those whose minds have been troubled",910
4027,with the malady of reverie. Gradually white fingers creep through the,910
4028,"curtains, and they appear to tremble. In black fantastic shapes, dumb",910
4029,"shadows crawl into the corners of the room and crouch there. Outside,",910
4030,"there is the stirring of birds among the leaves, or the sound of men",910
4031,"going forth to their work, or the sigh and sob of the wind coming down",910
4032,"from the hills and wandering round the silent house, as though it",910
4033,feared to wake the sleepers and yet must needs call forth sleep from,910
4034,"her purple cave. Veil after veil of thin dusky gauze is lifted, and by",910
4035,"degrees the forms and colours of things are restored to them, and we",910
4036,watch the dawn remaking the world in its antique pattern. The wan,910
4037,mirrors get back their mimic life. The flameless tapers stand where we,910
4038,"had left them, and beside them lies the half-cut book that we had been",910
4039,"studying, or the wired flower that we had worn at the ball, or the",910
4040,"letter that we had been afraid to read, or that we had read too often.",910
4041,Nothing seems to us changed. Out of the unreal shadows of the night,910
4042,comes back the real life that we had known. We have to resume it where,910
4043,"we had left off, and there steals over us a terrible sense of the",910
4044,necessity for the continuance of energy in the same wearisome round of,910
4045,"stereotyped habits, or a wild longing, it may be, that our eyelids",910
4046,might open some morning upon a world that had been refashioned anew in,910
4047,"the darkness for our pleasure, a world in which things would have fresh",910
4048,"shapes and colours, and be changed, or have other secrets, a world in",910
4049,"which the past would have little or no place, or survive, at any rate,",910
4050,"in no conscious form of obligation or regret, the remembrance even of",910
4051,joy having its bitterness and the memories of pleasure their pain.,910
4052,It was the creation of such worlds as these that seemed to Dorian Gray,911
4053,"to be the true object, or amongst the true objects, of life; and in his",911
4054,"search for sensations that would be at once new and delightful, and",911
4055,"possess that element of strangeness that is so essential to romance, he",911
4056,would often adopt certain modes of thought that he knew to be really,911
4057,"alien to his nature, abandon himself to their subtle influences, and",911
4058,"then, having, as it were, caught their colour and satisfied his",911
4059,"intellectual curiosity, leave them with that curious indifference that",911
4060,"is not incompatible with a real ardour of temperament, and that,",911
4061,"indeed, according to certain modern psychologists, is often a condition",911
4062,of it.,911
4063,It was rumoured of him once that he was about to join the Roman,912
4064,"Catholic communion, and certainly the Roman ritual had always a great",912
4065,"attraction for him. The daily sacrifice, more awful really than all the",912
4066,"sacrifices of the antique world, stirred him as much by its superb",912
4067,rejection of the evidence of the senses as by the primitive simplicity,912
4068,of its elements and the eternal pathos of the human tragedy that it,912
4069,sought to symbolize. He loved to kneel down on the cold marble pavement,912
4070,"and watch the priest, in his stiff flowered dalmatic, slowly and with",912
4071,"white hands moving aside the veil of the tabernacle, or raising aloft",912
4072,"the jewelled, lantern-shaped monstrance with that pallid wafer that at",912
4073,"times, one would fain think, is indeed the “_panis cælestis_,” the",912
4074,"bread of angels, or, robed in the garments of the Passion of Christ,",912
4075,breaking the Host into the chalice and smiting his breast for his sins.,912
4076,"The fuming censers that the grave boys, in their lace and scarlet,",912
4077,tossed into the air like great gilt flowers had their subtle,912
4078,"fascination for him. As he passed out, he used to look with wonder at",912
4079,the black confessionals and long to sit in the dim shadow of one of,912
4080,them and listen to men and women whispering through the worn grating,912
4081,the true story of their lives.,912
4082,But he never fell into the error of arresting his intellectual,913
4083,"development by any formal acceptance of creed or system, or of",913
4084,"mistaking, for a house in which to live, an inn that is but suitable",913
4085,"for the sojourn of a night, or for a few hours of a night in which",913
4086,"there are no stars and the moon is in travail. Mysticism, with its",913
4087,"marvellous power of making common things strange to us, and the subtle",913
4088,"antinomianism that always seems to accompany it, moved him for a",913
4089,season; and for a season he inclined to the materialistic doctrines of,913
4090,"the _Darwinismus_ movement in Germany, and found a curious pleasure in",913
4091,tracing the thoughts and passions of men to some pearly cell in the,913
4092,"brain, or some white nerve in the body, delighting in the conception of",913
4093,"the absolute dependence of the spirit on certain physical conditions,",913
4094,"morbid or healthy, normal or diseased. Yet, as has been said of him",913
4095,"before, no theory of life seemed to him to be of any importance",913
4096,compared with life itself. He felt keenly conscious of how barren all,913
4097,intellectual speculation is when separated from action and experiment.,913
4098,"He knew that the senses, no less than the soul, have their spiritual",913
4099,mysteries to reveal.,913
4100,And so he would now study perfumes and the secrets of their,914
4101,"manufacture, distilling heavily scented oils and burning odorous gums",914
4102,from the East. He saw that there was no mood of the mind that had not,914
4103,"its counterpart in the sensuous life, and set himself to discover their",914
4104,"true relations, wondering what there was in frankincense that made one",914
4105,"mystical, and in ambergris that stirred one’s passions, and in violets",914
4106,"that woke the memory of dead romances, and in musk that troubled the",914
4107,"brain, and in champak that stained the imagination; and seeking often",914
4108,"to elaborate a real psychology of perfumes, and to estimate the several",914
4109,"influences of sweet-smelling roots and scented, pollen-laden flowers;",914
4110,"of aromatic balms and of dark and fragrant woods; of spikenard, that",914
4111,"sickens; of hovenia, that makes men mad; and of aloes, that are said to",914
4112,be able to expel melancholy from the soul.,914
4113,"At another time he devoted himself entirely to music, and in a long",915
4114,"latticed room, with a vermilion-and-gold ceiling and walls of",915
4115,"olive-green lacquer, he used to give curious concerts in which mad",915
4116,"gipsies tore wild music from little zithers, or grave, yellow-shawled",915
4117,"Tunisians plucked at the strained strings of monstrous lutes, while",915
4118,"grinning Negroes beat monotonously upon copper drums and, crouching",915
4119,"upon scarlet mats, slim turbaned Indians blew through long pipes of",915
4120,reed or brass and charmed—or feigned to charm—great hooded snakes and,915
4121,horrible horned adders. The harsh intervals and shrill discords of,915
4122,"barbaric music stirred him at times when Schubert’s grace, and Chopin’s",915
4123,"beautiful sorrows, and the mighty harmonies of Beethoven himself, fell",915
4124,unheeded on his ear. He collected together from all parts of the world,915
4125,"the strangest instruments that could be found, either in the tombs of",915
4126,dead nations or among the few savage tribes that have survived contact,915
4127,"with Western civilizations, and loved to touch and try them. He had the",915
4128,"mysterious _juruparis_ of the Rio Negro Indians, that women are not",915
4129,allowed to look at and that even youths may not see till they have been,915
4130,"subjected to fasting and scourging, and the earthen jars of the",915
4131,"Peruvians that have the shrill cries of birds, and flutes of human",915
4132,"bones such as Alfonso de Ovalle heard in Chile, and the sonorous green",915
4133,jaspers that are found near Cuzco and give forth a note of singular,915
4134,sweetness. He had painted gourds filled with pebbles that rattled when,915
4135,"they were shaken; the long _clarin_ of the Mexicans, into which the",915
4136,"performer does not blow, but through which he inhales the air; the",915
4137,"harsh _ture_ of the Amazon tribes, that is sounded by the sentinels who",915
4138,"sit all day long in high trees, and can be heard, it is said, at a",915
4139,"distance of three leagues; the _teponaztli_, that has two vibrating",915
4140,tongues of wood and is beaten with sticks that are smeared with an,915
4141,elastic gum obtained from the milky juice of plants; the _yotl_-bells,915
4142,"of the Aztecs, that are hung in clusters like grapes; and a huge",915
4143,"cylindrical drum, covered with the skins of great serpents, like the",915
4144,one that Bernal Diaz saw when he went with Cortes into the Mexican,915
4145,"temple, and of whose doleful sound he has left us so vivid a",915
4146,description. The fantastic character of these instruments fascinated,915
4147,"him, and he felt a curious delight in the thought that art, like",915
4148,"Nature, has her monsters, things of bestial shape and with hideous",915
4149,"voices. Yet, after some time, he wearied of them, and would sit in his",915
4150,"box at the opera, either alone or with Lord Henry, listening in rapt",915
4151,pleasure to “Tannhauser” and seeing in the prelude to that great work,915
4152,of art a presentation of the tragedy of his own soul.,915
4153,"On one occasion he took up the study of jewels, and appeared at a",916
4154,"costume ball as Anne de Joyeuse, Admiral of France, in a dress covered",916
4155,with five hundred and sixty pearls. This taste enthralled him for,916
4156,"years, and, indeed, may be said never to have left him. He would often",916
4157,spend a whole day settling and resettling in their cases the various,916
4158,"stones that he had collected, such as the olive-green chrysoberyl that",916
4159,"turns red by lamplight, the cymophane with its wirelike line of silver,",916
4160,"the pistachio-coloured peridot, rose-pink and wine-yellow topazes,",916
4161,"carbuncles of fiery scarlet with tremulous, four-rayed stars, flame-red",916
4162,"cinnamon-stones, orange and violet spinels, and amethysts with their",916
4163,alternate layers of ruby and sapphire. He loved the red gold of the,916
4164,"sunstone, and the moonstone’s pearly whiteness, and the broken rainbow",916
4165,of the milky opal. He procured from Amsterdam three emeralds of,916
4166,"extraordinary size and richness of colour, and had a turquoise _de la",916
4167,vieille roche_ that was the envy of all the connoisseurs.,916
4168,"He discovered wonderful stories, also, about jewels. In Alphonso’s",917
4169,Clericalis Disciplina a serpent was mentioned with eyes of real,917
4170,"jacinth, and in the romantic history of Alexander, the Conqueror of",917
4171,Emathia was said to have found in the vale of Jordan snakes “with,917
4172,collars of real emeralds growing on their backs.” There was a gem in,917
4173,"the brain of the dragon, Philostratus told us, and “by the exhibition",917
4174,of golden letters and a scarlet robe” the monster could be thrown into,917
4175,"a magical sleep and slain. According to the great alchemist, Pierre de",917
4176,"Boniface, the diamond rendered a man invisible, and the agate of India",917
4177,"made him eloquent. The cornelian appeased anger, and the hyacinth",917
4178,"provoked sleep, and the amethyst drove away the fumes of wine. The",917
4179,"garnet cast out demons, and the hydropicus deprived the moon of her",917
4180,"colour. The selenite waxed and waned with the moon, and the meloceus,",917
4181,"that discovers thieves, could be affected only by the blood of kids.",917
4182,Leonardus Camillus had seen a white stone taken from the brain of a,917
4183,"newly killed toad, that was a certain antidote against poison. The",917
4184,"bezoar, that was found in the heart of the Arabian deer, was a charm",917
4185,that could cure the plague. In the nests of Arabian birds was the,917
4186,"aspilates, that, according to Democritus, kept the wearer from any",917
4187,danger by fire.,917
4188,"The King of Ceilan rode through his city with a large ruby in his hand,",918
4189,as the ceremony of his coronation. The gates of the palace of John the,918
4190,"Priest were “made of sardius, with the horn of the horned snake",918
4191,"inwrought, so that no man might bring poison within.” Over the gable",918
4192,"were “two golden apples, in which were two carbuncles,” so that the",918
4193,gold might shine by day and the carbuncles by night. In Lodge’s strange,918
4194,"romance ‘A Margarite of America’, it was stated that in the chamber of",918
4195,"the queen one could behold “all the chaste ladies of the world,",918
4196,"inchased out of silver, looking through fair mirrours of chrysolites,",918
4197,"carbuncles, sapphires, and greene emeraults.” Marco Polo had seen the",918
4198,inhabitants of Zipangu place rose-coloured pearls in the mouths of the,918
4199,dead. A sea-monster had been enamoured of the pearl that the diver,918
4200,"brought to King Perozes, and had slain the thief, and mourned for seven",918
4201,"moons over its loss. When the Huns lured the king into the great pit,",918
4202,"he flung it away—Procopius tells the story—nor was it ever found again,",918
4203,though the Emperor Anastasius offered five hundred-weight of gold,918
4204,pieces for it. The King of Malabar had shown to a certain Venetian a,918
4205,"rosary of three hundred and four pearls, one for every god that he",918
4206,worshipped.,918
4207,"When the Duke de Valentinois, son of Alexander VI., visited Louis XII.",919
4208,"of France, his horse was loaded with gold leaves, according to",919
4209,"Brantome, and his cap had double rows of rubies that threw out a great",919
4210,light. Charles of England had ridden in stirrups hung with four hundred,919
4211,"and twenty-one diamonds. Richard II had a coat, valued at thirty",919
4212,"thousand marks, which was covered with balas rubies. Hall described",919
4213,"Henry VIII., on his way to the Tower previous to his coronation, as",919
4214,"wearing “a jacket of raised gold, the placard embroidered with diamonds",919
4215,"and other rich stones, and a great bauderike about his neck of large",919
4216,balasses.” The favourites of James I wore ear-rings of emeralds set in,919
4217,gold filigrane. Edward II gave to Piers Gaveston a suit of red-gold,919
4218,"armour studded with jacinths, a collar of gold roses set with",919
4219,"turquoise-stones, and a skull-cap _parsemé_ with pearls. Henry II. wore",919
4220,"jewelled gloves reaching to the elbow, and had a hawk-glove sewn with",919
4221,twelve rubies and fifty-two great orients. The ducal hat of Charles the,919
4222,"Rash, the last Duke of Burgundy of his race, was hung with pear-shaped",919
4223,pearls and studded with sapphires.,919
4224,How exquisite life had once been! How gorgeous in its pomp and,920
4225,decoration! Even to read of the luxury of the dead was wonderful.,920
4226,Then he turned his attention to embroideries and to the tapestries that,921
4227,performed the office of frescoes in the chill rooms of the northern,921
4228,nations of Europe. As he investigated the subject—and he always had an,921
4229,extraordinary faculty of becoming absolutely absorbed for the moment in,921
4230,whatever he took up—he was almost saddened by the reflection of the,921
4231,"ruin that time brought on beautiful and wonderful things. He, at any",921
4232,"rate, had escaped that. Summer followed summer, and the yellow jonquils",921
4233,"bloomed and died many times, and nights of horror repeated the story of",921
4234,"their shame, but he was unchanged. No winter marred his face or stained",921
4235,his flowerlike bloom. How different it was with material things! Where,921
4236,"had they passed to? Where was the great crocus-coloured robe, on which",921
4237,"the gods fought against the giants, that had been worked by brown girls",921
4238,for the pleasure of Athena? Where the huge velarium that Nero had,921
4239,"stretched across the Colosseum at Rome, that Titan sail of purple on",921
4240,"which was represented the starry sky, and Apollo driving a chariot",921
4241,"drawn by white, gilt-reined steeds? He longed to see the curious",921
4242,"table-napkins wrought for the Priest of the Sun, on which were",921
4243,displayed all the dainties and viands that could be wanted for a feast;,921
4244,"the mortuary cloth of King Chilperic, with its three hundred golden",921
4245,bees; the fantastic robes that excited the indignation of the Bishop of,921
4246,"Pontus and were figured with “lions, panthers, bears, dogs, forests,",921
4247,"rocks, hunters—all, in fact, that a painter can copy from nature”; and",921
4248,"the coat that Charles of Orleans once wore, on the sleeves of which",921
4249,"were embroidered the verses of a song beginning “_Madame, je suis tout",921
4250,"joyeux_,” the musical accompaniment of the words being wrought in gold",921
4251,"thread, and each note, of square shape in those days, formed with four",921
4252,pearls. He read of the room that was prepared at the palace at Rheims,921
4253,for the use of Queen Joan of Burgundy and was decorated with “thirteen,921
4254,"hundred and twenty-one parrots, made in broidery, and blazoned with the",921
4255,"king’s arms, and five hundred and sixty-one butterflies, whose wings",921
4256,"were similarly ornamented with the arms of the queen, the whole worked",921
4257,in gold.” Catherine de Medicis had a mourning-bed made for her of black,921
4258,"velvet powdered with crescents and suns. Its curtains were of damask,",921
4259,"with leafy wreaths and garlands, figured upon a gold and silver ground,",921
4260,"and fringed along the edges with broideries of pearls, and it stood in",921
4261,a room hung with rows of the queen’s devices in cut black velvet upon,921
4262,cloth of silver. Louis XIV. had gold embroidered caryatides fifteen,921
4263,"feet high in his apartment. The state bed of Sobieski, King of Poland,",921
4264,was made of Smyrna gold brocade embroidered in turquoises with verses,921
4265,"from the Koran. Its supports were of silver gilt, beautifully chased,",921
4266,and profusely set with enamelled and jewelled medallions. It had been,921
4267,"taken from the Turkish camp before Vienna, and the standard of Mohammed",921
4268,had stood beneath the tremulous gilt of its canopy.,921
4269,"And so, for a whole year, he sought to accumulate the most exquisite",922
4270,"specimens that he could find of textile and embroidered work, getting",922
4271,"the dainty Delhi muslins, finely wrought with gold-thread palmates and",922
4272,"stitched over with iridescent beetles’ wings; the Dacca gauzes, that",922
4273,"from their transparency are known in the East as “woven air,” and",922
4274,"“running water,” and “evening dew”; strange figured cloths from Java;",922
4275,elaborate yellow Chinese hangings; books bound in tawny satins or fair,922
4276,"blue silks and wrought with _fleurs-de-lis_, birds and images; veils of",922
4277,_lacis_ worked in Hungary point; Sicilian brocades and stiff Spanish,922
4278,"velvets; Georgian work, with its gilt coins, and Japanese _Foukousas_,",922
4279,with their green-toned golds and their marvellously plumaged birds.,922
4280,"He had a special passion, also, for ecclesiastical vestments, as indeed",923
4281,he had for everything connected with the service of the Church. In the,923
4282,"long cedar chests that lined the west gallery of his house, he had",923
4283,stored away many rare and beautiful specimens of what is really the,923
4284,"raiment of the Bride of Christ, who must wear purple and jewels and",923
4285,fine linen that she may hide the pallid macerated body that is worn by,923
4286,the suffering that she seeks for and wounded by self-inflicted pain. He,923
4287,"possessed a gorgeous cope of crimson silk and gold-thread damask,",923
4288,figured with a repeating pattern of golden pomegranates set in,923
4289,"six-petalled formal blossoms, beyond which on either side was the",923
4290,pine-apple device wrought in seed-pearls. The orphreys were divided,923
4291,"into panels representing scenes from the life of the Virgin, and the",923
4292,coronation of the Virgin was figured in coloured silks upon the hood.,923
4293,This was Italian work of the fifteenth century. Another cope was of,923
4294,"green velvet, embroidered with heart-shaped groups of acanthus-leaves,",923
4295,"from which spread long-stemmed white blossoms, the details of which",923
4296,were picked out with silver thread and coloured crystals. The morse,923
4297,bore a seraph’s head in gold-thread raised work. The orphreys were,923
4298,"woven in a diaper of red and gold silk, and were starred with",923
4299,"medallions of many saints and martyrs, among whom was St. Sebastian. He",923
4300,"had chasubles, also, of amber-coloured silk, and blue silk and gold",923
4301,"brocade, and yellow silk damask and cloth of gold, figured with",923
4302,"representations of the Passion and Crucifixion of Christ, and",923
4303,embroidered with lions and peacocks and other emblems; dalmatics of,923
4304,"white satin and pink silk damask, decorated with tulips and dolphins",923
4305,and _fleurs-de-lis_; altar frontals of crimson velvet and blue linen;,923
4306,"and many corporals, chalice-veils, and sudaria. In the mystic offices",923
4307,"to which such things were put, there was something that quickened his",923
4308,imagination.,923
4309,"For these treasures, and everything that he collected in his lovely",924
4310,"house, were to be to him means of forgetfulness, modes by which he",924
4311,"could escape, for a season, from the fear that seemed to him at times",924
4312,to be almost too great to be borne. Upon the walls of the lonely locked,924
4313,"room where he had spent so much of his boyhood, he had hung with his",924
4314,own hands the terrible portrait whose changing features showed him the,924
4315,"real degradation of his life, and in front of it had draped the",924
