,lines,paragraph
6144,to find some opportunity of putting this letter in your hands in the,1522
6145,"course of the morning. I will only add, God bless you.",1522
6146,“FITZWILLIAM DARCY.”,1523
6147,[Illustration],1527
6148,CHAPTER XXXVI.,1531
6149,[Illustration],1533
6150,"Elizabeth, when Mr. Darcy gave her the letter, did not expect it to",1534
6151,"contain a renewal of his offers, she had formed no expectation at all of",1534
6152,"its contents. But such as they were, it may be well supposed how eagerly",1534
6153,"she went through them, and what a contrariety of emotion they excited.",1534
6154,Her feelings as she read were scarcely to be defined. With amazement did,1534
6155,she first understand that he believed any apology to be in his power;,1534
6156,"and steadfastly was she persuaded, that he could have no explanation to",1534
6157,"give, which a just sense of shame would not conceal. With a strong",1534
6158,"prejudice against everything he might say, she began his account of",1534
6159,what had happened at Netherfield. She read with an eagerness which,1534
6160,hardly left her power of comprehension; and from impatience of knowing,1534
6161,"what the next sentence might bring, was incapable of attending to the",1534
6162,sense of the one before her eyes. His belief of her sister’s,1534
6163,insensibility she instantly resolved to be false; and his account of the,1534
6164,"real, the worst objections to the match, made her too angry to have any",1534
6165,wish of doing him justice. He expressed no regret for what he had done,1534
6166,"which satisfied her; his style was not penitent, but haughty. It was all",1534
6167,pride and insolence.,1534
6168,But when this subject was succeeded by his account of Mr. Wickham--when,1535
6169,"she read, with somewhat clearer attention, a relation of events which,",1535
6170,"if true, must overthrow every cherished opinion of his worth, and which",1535
6171,bore so alarming an affinity to his own history of himself--her feelings,1535
6172,were yet more acutely painful and more difficult of definition.,1535
6173,"Astonishment, apprehension, and even horror, oppressed her. She wished",1535
6174,"to discredit it entirely, repeatedly exclaiming, “This must be false!",1535
6175,This cannot be! This must be the grossest falsehood!”--and when she had,1535
6176,"gone through the whole letter, though scarcely knowing anything of the",1535
6177,"last page or two, put it hastily away, protesting that she would not",1535
6178,"regard it, that she would never look in it again.",1535
6179,"In this perturbed state of mind, with thoughts that could rest on",1536
6180,"nothing, she walked on; but it would not do: in half a minute the letter",1536
6181,"was unfolded again; and collecting herself as well as she could, she",1536
6182,"again began the mortifying perusal of all that related to Wickham, and",1536
6183,commanded herself so far as to examine the meaning of every sentence.,1536
6184,The account of his connection with the Pemberley family was exactly,1536
6185,"what he had related himself; and the kindness of the late Mr. Darcy,",1536
6186,"though she had not before known its extent, agreed equally well with his",1536
6187,own words. So far each recital confirmed the other; but when she came to,1536
6188,"the will, the difference was great. What Wickham had said of the living",1536
6189,"was fresh in her memory; and as she recalled his very words, it was",1536
6190,impossible not to feel that there was gross duplicity on one side or the,1536
6191,"other, and, for a few moments, she flattered herself that her wishes did",1536
6192,"not err. But when she read and re-read, with the closest attention, the",1536
6193,particulars immediately following of Wickham’s resigning all pretensions,1536
6194,"to the living, of his receiving in lieu so considerable a sum as three",1536
6195,"thousand pounds, again was she forced to hesitate. She put down the",1536
6196,"letter, weighed every circumstance with what she meant to be",1536
6197,impartiality--deliberated on the probability of each statement--but with,1536
6198,little success. On both sides it was only assertion. Again she read on.,1536
6199,"But every line proved more clearly that the affair, which she had",1536
6200,believed it impossible that any contrivance could so represent as to,1536
6201,"render Mr. Darcy’s conduct in it less than infamous, was capable of a",1536
6202,turn which must make him entirely blameless throughout the whole.,1536
6203,The extravagance and general profligacy which he scrupled not to lay to,1537
6204,"Mr. Wickham’s charge exceedingly shocked her; the more so, as she could",1537
6205,bring no proof of its injustice. She had never heard of him before his,1537
6206,"entrance into the ----shire militia, in which he had engaged at the",1537
6207,"persuasion of the young man, who, on meeting him accidentally in town,",1537
6208,"had there renewed a slight acquaintance. Of his former way of life,",1537
6209,nothing had been known in Hertfordshire but what he told,1537
6210,[Illustration:,1538
6211,     “Meeting accidentally in Town”,1539
6212,[_Copyright 1894 by George Allen._]],1540
6213,"himself. As to his real character, had information been in her power,",1541
6214,"she had never felt a wish of inquiring. His countenance, voice, and",1541
6215,"manner, had established him at once in the possession of every virtue.",1541
6216,"She tried to recollect some instance of goodness, some distinguished",1541
6217,"trait of integrity or benevolence, that might rescue him from the",1541
6218,"attacks of Mr. Darcy; or at least, by the predominance of virtue, atone",1541
6219,"for those casual errors, under which she would endeavour to class what",1541
6220,Mr. Darcy had described as the idleness and vice of many years’,1541
6221,continuance. But no such recollection befriended her. She could see him,1541
6222,"instantly before her, in every charm of air and address, but she could",1541
6223,remember no more substantial good than the general approbation of the,1541
6224,"neighbourhood, and the regard which his social powers had gained him in",1541
6225,"the mess. After pausing on this point a considerable while, she once",1541
6226,"more continued to read. But, alas! the story which followed, of his",1541
6227,"designs on Miss Darcy, received some confirmation from what had passed",1541
6228,between Colonel Fitzwilliam and herself only the morning before; and at,1541
6229,last she was referred for the truth of every particular to Colonel,1541
6230,Fitzwilliam himself--from whom she had previously received the,1541
6231,information of his near concern in all his cousin’s affairs and whose,1541
6232,character she had no reason to question. At one time she had almost,1541
6233,"resolved on applying to him, but the idea was checked by the awkwardness",1541
6234,"of the application, and at length wholly banished by the conviction that",1541
6235,"Mr. Darcy would never have hazarded such a proposal, if he had not been",1541
6236,well assured of his cousin’s corroboration.,1541
6237,She perfectly remembered everything that had passed in conversation,1542
6238,between Wickham and herself in their first evening at Mr. Philips’s.,1542
6239,Many of his expressions were still fresh in her memory. She was _now_,1542
6240,"struck with the impropriety of such communications to a stranger, and",1542
6241,wondered it had escaped her before. She saw the indelicacy of putting,1542
6242,"himself forward as he had done, and the inconsistency of his professions",1542
6243,with his conduct. She remembered that he had boasted of having no fear,1542
6244,"of seeing Mr. Darcy--that Mr. Darcy might leave the country, but that",1542
6245,_he_ should stand his ground; yet he had avoided the Netherfield ball,1542
6246,"the very next week. She remembered, also, that till the Netherfield",1542
6247,"family had quitted the country, he had told his story to no one but",1542
6248,"herself; but that after their removal, it had been everywhere discussed;",1542
6249,"that he had then no reserves, no scruples in sinking Mr. Darcy’s",1542
6250,"character, though he had assured her that respect for the father would",1542
6251,always prevent his exposing the son.,1542
6252,How differently did everything now appear in which he was concerned! His,1543
6253,attentions to Miss King were now the consequence of views solely and,1543
6254,hatefully mercenary; and the mediocrity of her fortune proved no longer,1543
6255,"the moderation of his wishes, but his eagerness to grasp at anything.",1543
6256,His behaviour to herself could now have had no tolerable motive: he had,1543
6257,"either been deceived with regard to her fortune, or had been gratifying",1543
6258,his vanity by encouraging the preference which she believed she had most,1543
6259,incautiously shown. Every lingering struggle in his favour grew fainter,1543
6260,"and fainter; and in further justification of Mr. Darcy, she could not",1543
6261,"but allow that Mr. Bingley, when questioned by Jane, had long ago",1543
6262,"asserted his blamelessness in the affair;--that, proud and repulsive as",1543
6263,"were his manners, she had never, in the whole course of their",1543
6264,acquaintance--an acquaintance which had latterly brought them much,1543
6265,"together, and given her a sort of intimacy with his ways--seen anything",1543
6266,that betrayed him to be unprincipled or unjust--anything that spoke him,1543
6267,of irreligious or immoral habits;--that among his own connections he was,1543
6268,esteemed and valued;--that even Wickham had allowed him merit as a,1543
6269,"brother, and that she had often heard him speak so affectionately of his",1543
6270,sister as to prove him capable of some amiable feeling;--that had his,1543
6271,"actions been what Wickham represented them, so gross a violation of",1543
6272,everything right could hardly have been concealed from the world; and,1543
6273,that friendship between a person capable of it and such an amiable man,1543
6274,as Mr. Bingley was incomprehensible.,1543
6275,She grew absolutely ashamed of herself. Of neither Darcy nor Wickham,1544
6276,"could she think, without feeling that she had been blind, partial,",1544
6277,"prejudiced, absurd.",1544
6278,"“How despicably have I acted!” she cried. “I, who have prided myself on",1545
6279,"my discernment! I, who have valued myself on my abilities! who have",1545
6280,"often disdained the generous candour of my sister, and gratified my",1545
6281,vanity in useless or blameless distrust. How humiliating is this,1545
6282,"discovery! Yet, how just a humiliation! Had I been in love, I could not",1545
6283,"have been more wretchedly blind. But vanity, not love, has been my",1545
6284,"folly. Pleased with the preference of one, and offended by the neglect",1545
6285,"of the other, on the very beginning of our acquaintance, I have courted",1545
6286,"prepossession and ignorance, and driven reason away where either were",1545
6287,"concerned. Till this moment, I never knew myself.”",1545
6288,"From herself to Jane, from Jane to Bingley, her thoughts were in a line",1546
6289,which soon brought to her recollection that Mr. Darcy’s explanation,1546
6290,_there_ had appeared very insufficient; and she read it again. Widely,1546
6291,different was the effect of a second perusal. How could she deny that,1546
6292,"credit to his assertions, in one instance, which she had been obliged to",1546
6293,give in the other? He declared himself to have been totally unsuspicious,1546
6294,of her sister’s attachment; and she could not help remembering what,1546
6295,Charlotte’s opinion had always been. Neither could she deny the justice,1546
6296,"of his description of Jane. She felt that Jane’s feelings, though",1546
6297,"fervent, were little displayed, and that there was a constant",1546
6298,"complacency in her air and manner, not often united with great",1546
6299,sensibility.,1546
6300,When she came to that part of the letter in which her family were,1547
6301,"mentioned, in tones of such mortifying, yet merited, reproach, her sense",1547
6302,of shame was severe. The justice of the charge struck her too forcibly,1547
6303,"for denial; and the circumstances to which he particularly alluded, as",1547
6304,"having passed at the Netherfield ball, and as confirming all his first",1547
6305,"disapprobation, could not have made a stronger impression on his mind",1547
6306,than on hers.,1547
6307,"The compliment to herself and her sister was not unfelt. It soothed, but",1548
6308,it could not console her for the contempt which had been thus,1548
6309,self-attracted by the rest of her family; and as she considered that,1548
6310,"Jane’s disappointment had, in fact, been the work of her nearest",1548
6311,"relations, and reflected how materially the credit of both must be hurt",1548
6312,"by such impropriety of conduct, she felt depressed beyond anything she",1548
6313,had ever known before.,1548
6314,"After wandering along the lane for two hours, giving way to every",1549
6315,"variety of thought, reconsidering events, determining probabilities, and",1549
6316,"reconciling herself, as well as she could, to a change so sudden and so",1549
6317,"important, fatigue, and a recollection of her long absence, made her at",1549
6318,length return home; and she entered the house with the wish of appearing,1549
6319,"cheerful as usual, and the resolution of repressing such reflections as",1549
6320,must make her unfit for conversation.,1549
6321,"She was immediately told, that the two gentlemen from Rosings had each",1550
6322,"called during her absence; Mr. Darcy, only for a few minutes, to take",1550
6323,"leave, but that Colonel Fitzwilliam had been sitting with them at least",1550
6324,"an hour, hoping for her return, and almost resolving to walk after her",1550
6325,till she could be found. Elizabeth could but just _affect_ concern in,1550
6326,missing him; she really rejoiced at it. Colonel Fitzwilliam was no,1550
6327,longer an object. She could think only of her letter.,1550
6328,[Illustration:,1554
6329,“His parting obeisance”,1555
6330,],1555
6331,CHAPTER XXXVII.,1559
6332,[Illustration],1561
6333,The two gentlemen left Rosings the next morning; and Mr. Collins having,1562
6334,"been in waiting near the lodges, to make them his parting obeisance, was",1562
6335,able to bring home the pleasing intelligence of their appearing in very,1562
6336,"good health, and in as tolerable spirits as could be expected, after the",1562
6337,melancholy scene so lately gone through at Rosings. To Rosings he then,1562
6338,hastened to console Lady Catherine and her daughter; and on his return,1562
6339,"brought back, with great satisfaction, a message from her Ladyship,",1562
6340,importing that she felt herself so dull as to make her very desirous of,1562
6341,having them all to dine with her.,1562
6342,"Elizabeth could not see Lady Catherine without recollecting that, had",1563
6343,"she chosen it, she might by this time have been presented to her as her",1563
6344,"future niece; nor could she think, without a smile, of what her",1563
6345,Ladyship’s indignation would have been. “What would she have said? how,1563
6346,would she have behaved?” were the questions with which she amused,1563
6347,herself.,1563
6348,Their first subject was the diminution of the Rosings’ party. “I assure,1564
6349,"you, I feel it exceedingly,” said Lady Catherine; “I believe nobody",1564
6350,feels the loss of friends so much as I do. But I am particularly,1564
6351,attached to these young men; and know them to be so much attached to me!,1564
6352,They were excessively sorry to go! But so they always are. The dear,1564
6353,Colonel rallied his spirits tolerably till just at last; but Darcy,1564
6354,"seemed to feel it most acutely--more, I think, than last year. His",1564
6355,attachment to Rosings certainly increases.”,1564
6356,"Mr. Collins had a compliment and an allusion to throw in here, which",1565
6357,were kindly smiled on by the mother and daughter.,1565
6358,"Lady Catherine observed, after dinner, that Miss Bennet seemed out of",1566
6359,"spirits; and immediately accounting for it herself, by supposing that",1566
6360,"she did not like to go home again so soon, she added,--",1566
6361,"“But if that is the case, you must write to your mother to beg that you",1567
6362,may stay a little longer. Mrs. Collins will be very glad of your,1567
6363,"company, I am sure.”",1567
6364,"“I am much obliged to your Ladyship for your kind invitation,” replied",1568
6365,Elizabeth; “but it is not in my power to accept it. I must be in town,1568
6366,next Saturday.”,1568
6367,"“Why, at that rate, you will have been here only six weeks. I expected",1569
6368,you to stay two months. I told Mrs. Collins so before you came. There,1569
6369,can be no occasion for your going so soon. Mrs. Bennet could certainly,1569
6370,spare you for another fortnight.”,1569
6371,“But my father cannot. He wrote last week to hurry my return.”,1570
6372,[Illustration:,1571
6373,“Dawson”,1572
6374,[_Copyright 1894 by George Allen._]],1573
6375,"“Oh, your father, of course, may spare you, if your mother can.",1574
6376,Daughters are never of so much consequence to a father. And if you will,1574
6377,"stay another _month_ complete, it will be in my power to take one of you",1574
6378,"as far as London, for I am going there early in June, for a week; and",1574
6379,"as Dawson does not object to the barouche-box, there will be very good",1574
6380,"room for one of you--and, indeed, if the weather should happen to be",1574
6381,"cool, I should not object to taking you both, as you are neither of you",1574
6382,large.”,1574
6383,"“You are all kindness, madam; but I believe we must abide by our",1575
6384,original plan.”,1575
6385,"Lady Catherine seemed resigned. “Mrs. Collins, you must send a servant",1576
6386,"with them. You know I always speak my mind, and I cannot bear the idea",1576
6387,of two young women travelling post by themselves. It is highly improper.,1576
6388,You must contrive to send somebody. I have the greatest dislike in the,1576
6389,world to that sort of thing. Young women should always be properly,1576
6390,"guarded and attended, according to their situation in life. When my",1576
6391,"niece Georgiana went to Ramsgate last summer, I made a point of her",1576
6392,"having two men-servants go with her. Miss Darcy, the daughter of Mr.",1576
6393,"Darcy of Pemberley, and Lady Anne, could not have appeared with",1576
6394,propriety in a different manner. I am excessively attentive to all those,1576
6395,"things. You must send John with the young ladies, Mrs. Collins. I am",1576
6396,glad it occurred to me to mention it; for it would really be,1576
6397,discreditable to _you_ to let them go alone.”,1576
6398,“My uncle is to send a servant for us.”,1577
6399,"“Oh! Your uncle! He keeps a man-servant, does he? I am very glad you",1578
6400,have somebody who thinks of those things. Where shall you change horses?,1578
6401,"Oh, Bromley, of course. If you mention my name at the Bell, you will be",1578
6402,attended to.”,1578
6403,Lady Catherine had many other questions to ask respecting their journey;,1579
6404,and as she did not answer them all herself attention was,1579
6405,"necessary--which Elizabeth believed to be lucky for her; or, with a",1579
6406,"mind so occupied, she might have forgotten where she was. Reflection",1579
6407,"must be reserved for solitary hours: whenever she was alone, she gave",1579
6408,way to it as the greatest relief; and not a day went by without a,1579
6409,"solitary walk, in which she might indulge in all the delight of",1579
6410,unpleasant recollections.,1579
6411,Mr. Darcy’s letter she was in a fair way of soon knowing by heart. She,1580
6412,studied every sentence; and her feelings towards its writer were at,1580
6413,"times widely different. When she remembered the style of his address,",1580
6414,she was still full of indignation: but when she considered how unjustly,1580
6415,"she had condemned and upbraided him, her anger was turned against",1580
6416,herself; and his disappointed feelings became the object of compassion.,1580
6417,"His attachment excited gratitude, his general character respect: but she",1580
6418,"could not approve him; nor could she for a moment repent her refusal, or",1580
6419,feel the slightest inclination ever to see him again. In her own past,1580
6420,"behaviour, there was a constant source of vexation and regret: and in",1580
6421,"the unhappy defects of her family, a subject of yet heavier chagrin.",1580
6422,"They were hopeless of remedy. Her father, contented with laughing at",1580
6423,"them, would never exert himself to restrain the wild giddiness of his",1580
6424,"youngest daughters; and her mother, with manners so far from right",1580
6425,"herself, was entirely insensible of the evil. Elizabeth had frequently",1580
6426,united with Jane in an endeavour to check the imprudence of Catherine,1580
6427,"and Lydia; but while they were supported by their mother’s indulgence,",1580
6428,"what chance could there be of improvement? Catherine, weak-spirited,",1580
6429,"irritable, and completely under Lydia’s guidance, had been always",1580
6430,"affronted by their advice; and Lydia, self-willed and careless, would",1580
6431,"scarcely give them a hearing. They were ignorant, idle, and vain. While",1580
6432,"there was an officer in Meryton, they would flirt with him; and while",1580
6433,"Meryton was within a walk of Longbourn, they would be going there for",1580
6434,ever.,1580
6435,Anxiety on Jane’s behalf was another prevailing concern; and Mr. Darcy’s,1581
6436,"explanation, by restoring Bingley to all her former good opinion,",1581
6437,heightened the sense of what Jane had lost. His affection was proved to,1581
6438,"have been sincere, and his conduct cleared of all blame, unless any",1581
6439,could attach to the implicitness of his confidence in his friend. How,1581
6440,"grievous then was the thought that, of a situation so desirable in every",1581
6441,"respect, so replete with advantage, so promising for happiness, Jane had",1581
6442,"been deprived, by the folly and indecorum of her own family!",1581
6443,When to these recollections was added the development of Wickham’s,1582
6444,"character, it may be easily believed that the happy spirits which had",1582
6445,seldom been depressed before were now so much affected as to make it,1582
6446,almost impossible for her to appear tolerably cheerful.,1582
6447,Their engagements at Rosings were as frequent during the last week of,1583
6448,her stay as they had been at first. The very last evening was spent,1583
6449,there; and her Ladyship again inquired minutely into the particulars of,1583
6450,"their journey, gave them directions as to the best method of packing,",1583
6451,and was so urgent on the necessity of placing gowns in the only right,1583
6452,"way, that Maria thought herself obliged, on her return, to undo all the",1583
6453,"work of the morning, and pack her trunk afresh.",1583
6454,"When they parted, Lady Catherine, with great condescension, wished them",1584
6455,"a good journey, and invited them to come to Hunsford again next year;",1584
6456,and Miss de Bourgh exerted herself so far as to courtesy and hold out,1584
6457,her hand to both.,1584
6458,[Illustration:,1588
6459,“The elevation of his feelings.”,1589
6460,],1589
6461,CHAPTER XXXVIII.,1593
6462,[Illustration],1595
6463,On Saturday morning Elizabeth and Mr. Collins met for breakfast a few,1596
6464,minutes before the others appeared; and he took the opportunity of,1596
6465,paying the parting civilities which he deemed indispensably necessary.,1596
6466,"“I know not, Miss Elizabeth,” said he, “whether Mrs. Collins has yet",1597
6467,expressed her sense of your kindness in coming to us; but I am very,1597
6468,certain you will not leave the house without receiving her thanks for,1597
6469,"it. The favour of your company has been much felt, I assure you. We know",1597
6470,how little there is to tempt anyone to our humble abode. Our plain,1597
6471,"manner of living, our small rooms, and few domestics, and the little we",1597
6472,"see of the world, must make Hunsford extremely dull to a young lady like",1597
6473,"yourself; but I hope you will believe us grateful for the condescension,",1597
6474,and that we have done everything in our power to prevent you spending,1597
6475,your time unpleasantly.”,1597
6476,Elizabeth was eager with her thanks and assurances of happiness. She had,1598
6477,spent six weeks with great enjoyment; and the pleasure of being with,1598
6478,"Charlotte, and the kind attention she had received, must make _her_ feel",1598
6479,the obliged. Mr. Collins was gratified; and with a more smiling,1598
6480,"solemnity replied,--",1598
6481,“It gives me the greatest pleasure to hear that you have passed your,1599
6482,time not disagreeably. We have certainly done our best; and most,1599
6483,fortunately having it in our power to introduce you to very superior,1599
6484,"society, and from our connection with Rosings, the frequent means of",1599
6485,"varying the humble home scene, I think we may flatter ourselves that",1599
6486,your Hunsford visit cannot have been entirely irksome. Our situation,1599
6487,"with regard to Lady Catherine’s family is, indeed, the sort of",1599
6488,extraordinary advantage and blessing which few can boast. You see on,1599
6489,what a footing we are. You see how continually we are engaged there. In,1599
6490,"truth, I must acknowledge, that, with all the disadvantages of this",1599
6491,"humble parsonage, I should not think anyone abiding in it an object of",1599
6492,"compassion, while they are sharers of our intimacy at Rosings.”",1599
6493,Words were insufficient for the elevation of his feelings; and he was,1600
6494,"obliged to walk about the room, while Elizabeth tried to unite civility",1600
6495,and truth in a few short sentences.,1600
6496,"“You may, in fact, carry a very favourable report of us into",1601
6497,"Hertfordshire, my dear cousin. I flatter myself, at least, that you will",1601
6498,be able to do so. Lady Catherine’s great attentions to Mrs. Collins you,1601
6499,have been a daily witness of; and altogether I trust it does not appear,1601
6500,that your friend has drawn an unfortunate--but on this point it will be,1601
6501,"as well to be silent. Only let me assure you, my dear Miss Elizabeth,",1601
6502,that I can from my heart most cordially wish you equal felicity in,1601
6503,marriage. My dear Charlotte and I have but one mind and one way of,1601
6504,thinking. There is in everything a most remarkable resemblance of,1601
6505,character and ideas between us. We seem to have been designed for each,1601
6506,other.”,1601
6507,Elizabeth could safely say that it was a great happiness where that was,1602
6508,"the case, and with equal sincerity could add, that she firmly believed",1602
6509,"and rejoiced in his domestic comforts. She was not sorry, however, to",1602
6510,have the recital of them interrupted by the entrance of the lady from,1602
6511,whom they sprang. Poor Charlotte! it was melancholy to leave her to such,1602
6512,society! But she had chosen it with her eyes open; and though evidently,1602
6513,"regretting that her visitors were to go, she did not seem to ask for",1602
6514,"compassion. Her home and her housekeeping, her parish and her poultry,",1602
6515,"and all their dependent concerns, had not yet lost their charms.",1602
6516,"At length the chaise arrived, the trunks were fastened on, the parcels",1603
6517,"placed within, and it was pronounced to be ready. After an affectionate",1603
6518,"parting between the friends, Elizabeth was attended to the carriage by",1603
6519,"Mr. Collins; and as they walked down the garden, he was commissioning",1603
6520,"her with his best respects to all her family, not forgetting his thanks",1603
6521,"for the kindness he had received at Longbourn in the winter, and his",1603
6522,"compliments to Mr. and Mrs. Gardiner, though unknown. He then handed",1603
6523,"her in, Maria followed, and the door was on the point of being closed,",1603
6524,"when he suddenly reminded them, with some consternation, that they had",1603
6525,hitherto forgotten to leave any message for the ladies of Rosings.,1603
6526,[Illustration:,1604
6527,“They had forgotten to leave any message”,1605
6528,],1605
6529,"“But,” he added, “you will of course wish to have your humble respects",1606
6530,"delivered to them, with your grateful thanks for their kindness to you",1606
6531,while you have been here.”,1606
6532,"Elizabeth made no objection: the door was then allowed to be shut, and",1607
6533,the carriage drove off.,1607
6534,"“Good gracious!” cried Maria, after a few minutes’ silence, “it seems",1608
6535,but a day or two since we first came! and yet how many things have,1608
6536,happened!”,1608
6537,"“A great many indeed,” said her companion, with a sigh.",1609
6538,"“We have dined nine times at Rosings, besides drinking tea there twice!",1610
6539,How much I shall have to tell!”,1610
6540,"Elizabeth privately added, “And how much I shall have to conceal!”",1611
6541,"Their journey was performed without much conversation, or any alarm; and",1612
6542,within four hours of their leaving Hunsford they reached Mr. Gardiner’s,1612
6543,"house, where they were to remain a few days.",1612
6544,"Jane looked well, and Elizabeth had little opportunity of studying her",1613
6545,"spirits, amidst the various engagements which the kindness of her aunt",1613
6546,"had reserved for them. But Jane was to go home with her, and at",1613
6547,Longbourn there would be leisure enough for observation.,1613
6548,"It was not without an effort, meanwhile, that she could wait even for",1614
6549,"Longbourn, before she told her sister of Mr. Darcy’s proposals. To know",1614
6550,that she had the power of revealing what would so exceedingly astonish,1614
6551,"Jane, and must, at the same time, so highly gratify whatever of her own",1614
6552,"vanity she had not yet been able to reason away, was such a temptation",1614
6553,"to openness as nothing could have conquered, but the state of indecision",1614
6554,"in which she remained as to the extent of what she should communicate,",1614
6555,"and her fear, if she once entered on the subject, of being hurried into",1614
6556,"repeating something of Bingley, which might only grieve her sister",1614
6557,further.,1614
6558,[Illustration:,1618
6559,     “How nicely we are crammed in”,1619
6560,],1619
6561,CHAPTER XXXIX.,1623
6562,[Illustration],1625
6563,"It was the second week in May, in which the three young ladies set out",1626
6564,"together from Gracechurch Street for the town of ----, in Hertfordshire;",1626
6565,"and, as they drew near the appointed inn where Mr. Bennet’s carriage was",1626
6566,"to meet them, they quickly perceived, in token of the coachman’s",1626
6567,"punctuality, both Kitty and Lydia looking out of a dining-room upstairs.",1626
6568,"These two girls had been above an hour in the place, happily employed",1626
6569,"in visiting an opposite milliner, watching the sentinel on guard, and",1626
6570,dressing a salad and cucumber.,1626
6571,"After welcoming their sisters, they triumphantly displayed a table set",1627
6572,"out with such cold meat as an inn larder usually affords, exclaiming,",1627
6573,“Is not this nice? is not this an agreeable surprise?”,1627
6574,"“And we mean to treat you all,” added Lydia; “but you must lend us the",1628
6575,"money, for we have just spent ours at the shop out there.” Then showing",1628
6576,"her purchases,--“Look here, I have bought this bonnet. I do not think it",1628
6577,is very pretty; but I thought I might as well buy it as not. I shall,1628
6578,"pull it to pieces as soon as I get home, and see if I can make it up any",1628
6579,better.”,1628
6580,"And when her sisters abused it as ugly, she added, with perfect",1629
6581,"unconcern, “Oh, but there were two or three much uglier in the shop; and",1629
6582,"when I have bought some prettier-coloured satin to trim it with fresh, I",1629
6583,"think it will be very tolerable. Besides, it will not much signify what",1629
6584,"one wears this summer, after the ----shire have left Meryton, and they",1629
6585,are going in a fortnight.”,1629
6586,"“Are they, indeed?” cried Elizabeth, with the greatest satisfaction.",1630
6587,“They are going to be encamped near Brighton; and I do so want papa to,1631
6588,"take us all there for the summer! It would be such a delicious scheme,",1631
6589,and I dare say would hardly cost anything at all. Mamma would like to,1631
6590,"go, too, of all things! Only think what a miserable summer else we shall",1631
6591,have!”,1631
6592,"“Yes,” thought Elizabeth; “_that_ would be a delightful scheme, indeed,",1632
6593,and completely do for us at once. Good Heaven! Brighton and a whole,1632
6594,"campful of soldiers, to us, who have been overset already by one poor",1632
6595,"regiment of militia, and the monthly balls of Meryton!”",1632
6596,"“Now I have got some news for you,” said Lydia, as they sat down to",1633
6597,"table. “What do you think? It is excellent news, capital news, and about",1633
6598,a certain person that we all like.”,1633
6599,"Jane and Elizabeth looked at each other, and the waiter was told that he",1634
6600,"need not stay. Lydia laughed, and said,--",1634
6601,"“Ay, that is just like your formality and discretion. You thought the",1635
6602,"waiter must not hear, as if he cared! I dare say he often hears worse",1635
6603,things said than I am going to say. But he is an ugly fellow! I am glad,1635
6604,"he is gone. I never saw such a long chin in my life. Well, but now for",1635
6605,"my news: it is about dear Wickham; too good for the waiter, is not it?",1635
6606,There is no danger of Wickham’s marrying Mary King--there’s for you! She,1635
6607,is gone down to her uncle at Liverpool; gone to stay. Wickham is safe.”,1635
6608,“And Mary King is safe!” added Elizabeth; “safe from a connection,1636
6609,imprudent as to fortune.”,1636
6610,"“She is a great fool for going away, if she liked him.”",1637
6611,"“But I hope there is no strong attachment on either side,” said Jane.",1638
6612,"“I am sure there is not on _his_. I will answer for it, he never cared",1639
6613,three straws about her. Who _could_ about such a nasty little freckled,1639
6614,thing?”,1639
6615,"Elizabeth was shocked to think that, however incapable of such",1640
6616,"coarseness of _expression_ herself, the coarseness of the _sentiment_",1640
6617,was little other than her own breast had formerly harboured and fancied,1640
6618,liberal!,1640
6619,"As soon as all had ate, and the elder ones paid, the carriage was",1641
6620,"ordered; and, after some contrivance, the whole party, with all their",1641
6621,"boxes, workbags, and parcels, and the unwelcome addition of Kitty’s and",1641
6622,"Lydia’s purchases, were seated in it.",1641
6623,“How nicely we are crammed in!” cried Lydia. “I am glad I brought my,1642
6624,"bonnet, if it is only for the fun of having another band-box! Well, now",1642
6625,"let us be quite comfortable and snug, and talk and laugh all the way",1642
6626,"home. And in the first place, let us hear what has happened to you all",1642
6627,since you went away. Have you seen any pleasant men? Have you had any,1642
6628,flirting? I was in great hopes that one of you would have got a husband,1642
6629,"before you came back. Jane will be quite an old maid soon, I declare.",1642
6630,She is almost three-and-twenty! Lord! how ashamed I should be of not,1642
6631,being married before three-and-twenty! My aunt Philips wants you so to,1642
6632,get husbands you can’t think. She says Lizzy had better have taken Mr.,1642
6633,Collins; but _I_ do not think there would have been any fun in it. Lord!,1642
6634,how I should like to be married before any of you! and then I would,1642
6635,_chaperon_ you about to all the balls. Dear me! we had such a good piece,1642
6636,of fun the other day at Colonel Forster’s! Kitty and me were to spend,1642
6637,"the day there, and Mrs. Forster promised to have a little dance in the",1642
6638,"evening; (by-the-bye, Mrs. Forster and me are _such_ friends!) and so",1642
6639,"she asked the two Harringtons to come: but Harriet was ill, and so Pen",1642
6640,"was forced to come by herself; and then, what do you think we did? We",1642
6641,"dressed up Chamberlayne in woman’s clothes, on purpose to pass for a",1642
6642,"lady,--only think what fun! Not a soul knew of it, but Colonel and Mrs.",1642
6643,"Forster, and Kitty and me, except my aunt, for we were forced to borrow",1642
6644,"one of her gowns; and you cannot imagine how well he looked! When Denny,",1642
6645,"and Wickham, and Pratt, and two or three more of the men came in, they",1642
6646,did not know him in the least. Lord! how I laughed! and so did Mrs.,1642
6647,Forster. I thought I should have died. And _that_ made the men suspect,1642
6648,"something, and then they soon found out what was the matter.”",1642
6649,"With such kind of histories of their parties and good jokes did Lydia,",1643
